cmd_id,cuis_selected,preferred,har_manual,X2nd_har,X3rd_har,final,final_cui
1058,C0231174;C0205156;C0680095;C0281481;C0162643;C1518422,Failure (biologic function) Previous Personal failure anti-tumor necrosis factor therapy treatment failure Negation,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1059,C0231491;C1518422;C0281481;C0205156,Antagonist muscle action Negation anti-tumor necrosis factor therapy Previous,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1060,C0281481;C0162643;C0205156,anti-tumor necrosis factor therapy treatment failure Previous,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1061,C0281481;C0205156,anti-tumor necrosis factor therapy Previous,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1062,C1518422;C0205156;C0281481;C0162643,Negation Previous anti-tumor necrosis factor therapy treatment failure,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1063,C0034510;C0451528,Racial group Systemic lupus erythematosus disease activity index,"Lupus Erythematosus, Systemic",,,"Lupus Erythematosus, Systemic",C0024141
1063,C0034510;C0451528,Racial group Systemic lupus erythematosus disease activity index,Racia group ,,,Racia group ,NA
1064,C1442488;C0451528,Baseline Systemic lupus erythematosus disease activity index,"Lupus Erythematosus, Systemic",,,"Lupus Erythematosus, Systemic",C0024141
1065,C1514241;C2355607;C3897137,Positive Finding Anti dsDNA antibody (finding) Low Complement,Anti dsDNA antibody (finding),,,Anti dsDNA antibody (finding),C2355607
1066,C0205098;C0205108,Medial Distal (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
1067,C0205265;C3272266,Initially Thrombolysis in Myocardial Infarction Flow,Thrombolysis in Myocardial Infarction Flow,,,Thrombolysis in Myocardial Infarction Flow,C3272266
1068,C0449820;C0010075,Score Coronary Vessels,Coronary Vessels,,,Coronary Vessels,C0010075
1069,C1442488;C1881332,Baseline Killip Class,Killip Class,,,Killip Class,C1881332
1070,C3272266;C3853528,Thrombolysis in Myocardial Infarction Flow Final,Thrombolysis in Myocardial Infarction Flow,,,Thrombolysis in Myocardial Infarction Flow,C3272266
1071,C0012751;C1571704;C0023824,Distance Act Mood - Goal LDL Cholesterol Lipoproteins,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1072,C0360714;C0585943;C1518422,Hydroxymethylglutaryl-CoA Reductase Inhibitors Lipid-lowering therapy Negation,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1072,C0360714;C0585943;C1518422,Hydroxymethylglutaryl-CoA Reductase Inhibitors Lipid-lowering therapy Negation,Lipid-lowering therapy,,,Lipid-lowering therapy,C0585943
1073,C0011849;C0746890,Diabetes Mellitus new onset,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1074,C0457454;C1522538,Discontinuation (procedure) Leading,NA TO BE DELETED,,,NA TO BE DELETED,NA
1075,C1272092;C0011849;C0524620,Impaired fasting glycaemia Diabetes Mellitus Metabolic Syndrome X,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1075,C1272092;C0011849;C0524620,Impaired fasting glycaemia Diabetes Mellitus Metabolic Syndrome X,Impaired fasting glycaemia,,,Impaired fasting glycaemia,C1272092
1076,C0025677;C1696465,Methotrexate placebo,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1077,C0025677;C1872109,Methotrexate certolizumab pegol,certolizumab pegol,Tumor necrosis factor alpha (TNF-?) inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
1077,C0025677;C1872109,Methotrexate certolizumab pegol,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1078,C0005847;C0205447,Blood Vessel One,Blood Vessel,,,Blood Vessel,C0005847
1079,C0005847;C0439064,Blood Vessel Numerous,Blood Vessel,,,Blood Vessel,C0005847
1080,C0006826;C0332152,Malignant Neoplasms Before,Malignant Neoplasms,,,Malignant Neoplasms,C0006826
1081,C0006826;C0332152;C1518422,Malignant Neoplasms Before Negation,Malignant Neoplasms,,,Malignant Neoplasms,C0006826
1082,C0018801;C0332152,Heart failure Before,Heart failure,,,Heart failure,C0018801
1083,C0018801;C0332152;C1518422,Heart failure Before Negation,Heart failure,,,Heart failure,C0018801
1084,C0038257;C0449788,"Stent, device Count of entities","Stent, device",,,"Stent, device",C0038257
1085,C0520886;C0520887,ST segment elevation (finding) ST segment depression (finding),ST segment depression (finding),,,ST segment depression (finding),C0520887
1085,C0520886;C0520887,ST segment elevation (finding) ST segment depression (finding),ST segment elevation (finding),,,ST segment elevation (finding),C0520886
1086,C1518422;C0520887;C0520886,Negation ST segment depression (finding) ST segment elevation (finding),ST segment depression (finding),,,ST segment depression (finding),C0520887
1086,C1518422;C0520887;C0520886,Negation ST segment depression (finding) ST segment elevation (finding),ST segment elevation (finding),,,ST segment elevation (finding),C0520886
1087,C1510829;C1305855,Age-Years Body mass index,Age-Years,,,Age-Years,C1510829
1087,C1510829;C1305855,Age-Years Body mass index,Body mass index,,,Body mass index,C1305855
1088,C0022271;C0043129,Israel Western Europe,Geographic Locations,,,Geographic Locations,C0017446
1089,C0022423;C0031831,Judgment Physicians,NA TO BE DELETED,,,NA TO BE DELETED,NA
1090,C0027051;C1956346,Myocardial Infarction Coronary Artery Disease,Coronary Artery Disease,,,Coronary Artery Disease,C1956346
1090,C0027051;C1956346,Myocardial Infarction Coronary Artery Disease,Myocardial Infarction,,,Myocardial Infarction,C0027051
1091,C0031831;C0022423,Physicians Judgment,NA TO BE DELETED,,,NA TO BE DELETED,NA
1092,C0205311;C0205322,Paroxysmal Persistent,NA TO BE DELETED,,,NA TO BE DELETED,NA
1093,C0017710;C0003211;C0032790,"Glucocorticoids Anti-Inflammatory Agents, Non-Steroidal Postoperative Period",Anti-Inflammatory Agents,,,Anti-Inflammatory Agents,C0003209
1093,C0017710;C0003211;C0032790,"Glucocorticoids Anti-Inflammatory Agents, Non-Steroidal Postoperative Period",Glucocorticoids,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Anti-Inflammatory Agents,Anti-Inflammatory Agents,C0003209
1094,C0017710;C0003211;C0032790;C0042153,"Glucocorticoids Anti-Inflammatory Agents, Non-Steroidal Postoperative Period utilization qualifier",Anti-Inflammatory Agents,,,Anti-Inflammatory Agents,C0003209
1094,C0017710;C0003211;C0032790;C0042153,"Glucocorticoids Anti-Inflammatory Agents, Non-Steroidal Postoperative Period utilization qualifier",Glucocorticoids,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Anti-Inflammatory Agents,Anti-Inflammatory Agents,C0003209
1095,C0017710;C0032790,Glucocorticoids Postoperative Period,Glucocorticoids,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Anti-Inflammatory Agents,Anti-Inflammatory Agents,C0003209
1096,C0017710;C0032790;C0042153,Glucocorticoids Postoperative Period utilization qualifier,Glucocorticoids,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Anti-Inflammatory Agents,Anti-Inflammatory Agents,C0003209
1097,C0034656;C0040808;C0449238,Randomization Treatment Protocols Duration (temporal concept),NA TO BE DELETED,,,NA TO BE DELETED,NA
1098,C0034656;C0449238;C0040808,Randomization Duration (temporal concept) Treatment Protocols,NA TO BE DELETED,,,NA TO BE DELETED,NA
1099,C0034656;C0449238;C0687676,Randomization Duration (temporal concept) Post,NA TO BE DELETED,,,NA TO BE DELETED,NA
1100,C0034656;C0683469,Randomization surgical methods,surgical methods,,,surgical methods,C0683469
1101,C0040808;C0449238,Treatment Protocols Duration (temporal concept),NA TO BE DELETED,,,NA TO BE DELETED,NA
1102,C0041199;C1442488,Troponin Baseline,Troponin,,,Troponin,C0041199
1103,C0042153;C0360714,utilization qualifier Hydroxymethylglutaryl-CoA Reductase Inhibitors,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1104,C0182537;C3842462;C1518422,pump (device) On pump Negation,NA TO BE DELETED,,,NA TO BE DELETED,NA
1105,C0184661;C0543467,Interventional procedure Operative Surgical Procedures,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
1106,C0205156;C0027051,Previous Myocardial Infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
1107,C0449217;C0003506,aVR Replacement of aortic valve (procedure),aVR,,,aVR,C0449217
1107,C0449217;C0003506,aVR Replacement of aortic valve (procedure),Replacement of aortic valve (procedure),,,Replacement of aortic valve (procedure),C0003506
1108,C3842462;C1518422,On pump Negation,NA TO BE DELETED,,,NA TO BE DELETED,NA
1109,C0205081;C0449295;C0231999;C0439092;eitheror,Moderate (severity modifier) Limitation Airflow Less Than Either one or other,Airflow,,,Airflow,C0231999
1110,C0205082;C1457868;C0231999;C0449295;eitheror,Severe (severity modifier) Worse Airflow Limitation Either one or other,Airflow,,,Airflow,C0231999
1111,C3540778;C1442488;C1518422;C0457083,Glucocorticoid inhalants for obstructive airway disease Baseline Negation Usage,Glucocorticoid inhalants for obstructive airway disease,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA
1112,C3540778;C1705108;C0457083;C1442488,Glucocorticoid inhalants for obstructive airway disease Yes (indicator) Usage Baseline,Glucocorticoid inhalants for obstructive airway disease,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA
1113,C0034656;C0360714;C1518422,Randomization Hydroxymethylglutaryl-CoA Reductase Inhibitors Negation,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1114,C0205081;C1561643,Moderate (severity modifier) Chronic Kidney Diseases,Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
1115,C0439536;C0205251;C0522510,Medium low With intensity,NA TO BE DELETED,,,NA TO BE DELETED,NA
1116,C0948008;C2004062,Ischemic stroke History of previous events,Ischemic stroke,"Stroke, CTCAE",,"Stroke, CTCAE",C4554100
1116,C0948008;C2004062,Ischemic stroke History of previous events,Medical History,,,Medical History,C0262926
1117,C0965129;C0178602,rosuvastatin Dosage,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1118,C4521761;C0439422,United States Military Commissioned Officer O8 milligram/day,Racial group,,,Racial group,C0034510
1119,C0011849;C0034656,Diabetes Mellitus Randomization,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1120,C0019664;C0027051;C0948008,History Myocardial Infarction Ischemic stroke,Medical History,,,Medical History,C0262926
1120,C0019664;C0027051;C0948008,History Myocardial Infarction Ischemic stroke,Myocardial Infarction,,,Myocardial Infarction,C0027051
1121,C0019664;C0948008;C0027051,History Ischemic stroke Myocardial Infarction,Medical History,,,Medical History,C0262926
1121,C0019664;C0948008;C0027051,History Ischemic stroke Myocardial Infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
1122,C0034656;C0585943,Randomization Lipid-lowering therapy,Lipid-lowering therapy,,,Lipid-lowering therapy,C0585943
1123,C0360714;bothand;C0585943,Hydroxymethylglutaryl-CoA Reductase Inhibitors BOTH AND Lipid-lowering therapy,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1123,C0360714;bothand;C0585943,Hydroxymethylglutaryl-CoA Reductase Inhibitors BOTH AND Lipid-lowering therapy,Lipid-lowering therapy,,,Lipid-lowering therapy,C0585943
1124,C0360714;C0087111,Hydroxymethylglutaryl-CoA Reductase Inhibitors Therapeutic procedure,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1125,C0360714;C0332288;C0585943,Hydroxymethylglutaryl-CoA Reductase Inhibitors Without Lipid-lowering therapy,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1125,C0360714;C0332288;C0585943,Hydroxymethylglutaryl-CoA Reductase Inhibitors Without Lipid-lowering therapy,Lipid-lowering therapy,,,Lipid-lowering therapy,C0585943
1126,C0360714;C4081854,Hydroxymethylglutaryl-CoA Reductase Inhibitors High intensity,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1127,C0360714;C4081854;C1518422,Hydroxymethylglutaryl-CoA Reductase Inhibitors High intensity Negation,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1128,C1518422;C0332132;C0027051;C0948008,Negation Prior diagnosis Myocardial Infarction Ischemic stroke,Ischemic stroke,"Stroke, CTCAE",,"Stroke, CTCAE",C4554100
1128,C1518422;C0332132;C0027051;C0948008,Negation Prior diagnosis Myocardial Infarction Ischemic stroke,Myocardial Infarction,,,Myocardial Infarction,C0027051
1129,C1561643;C0034656;C0205081,Chronic Kidney Diseases Randomization Moderate (severity modifier),Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
1130,C1561643;C0205081;C1518422,Chronic Kidney Diseases Moderate (severity modifier) Negation,Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
1131,C0025677;C3489764,Methotrexate ixekizumab,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1132,C1696465;C2945704;C0242708,"placebo Conventional Treatment Antirheumatic Drugs, Disease-Modifying","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1132,C1696465;C2945704;C0242708,"placebo Conventional Treatment Antirheumatic Drugs, Disease-Modifying",placebo,,,placebo,C1696465
1133,C2945691;C0242708;C2945704;C3489764,"past treatment Antirheumatic Drugs, Disease-Modifying Conventional Treatment ixekizumab","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1133,C2945691;C0242708;C2945704;C3489764,"past treatment Antirheumatic Drugs, Disease-Modifying Conventional Treatment ixekizumab",ixekizumab,Interleukin inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
1134,C2945704;C1696465;C0242708;C0332119,"Conventional Treatment placebo Antirheumatic Drugs, Disease-Modifying Past history of","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1134,C2945704;C1696465;C0242708;C0332119,"Conventional Treatment placebo Antirheumatic Drugs, Disease-Modifying Past history of",Medical History,,,Medical History,C0262926
1135,C3489764;C0025677,ixekizumab Methotrexate,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1136,C3489764;C2945704;C0242708,"ixekizumab Conventional Treatment Antirheumatic Drugs, Disease-Modifying","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1137,C3489764;C2945704;C0242708;C2945691,"ixekizumab Conventional Treatment Antirheumatic Drugs, Disease-Modifying past treatment",ixekizumab,Interleukin inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
1138,C0004096;C0024501;C0418981,Asthma Maintenance Medical therapy,Asthma,,,Asthma,C0004096
1139,C0004096;C1457887,Asthma Symptoms,Asthma,,,Asthma,C0004096
1140,C0349790;C0332181,Exacerbation of asthma Annual,Asthma,,,Asthma,C0004096
1141,C0586793;LABA ;eitheror;C1515021,Inhaled steroids use long-acting beta agonist  Either one or other Subgroup,Inhaled steroids use,,,Inhaled steroids use,C0586793
1141,C0586793;LABA ;eitheror;C1515021,Inhaled steroids use long-acting beta agonist  Either one or other Subgroup,long-acting beta agonist,,,long-acting beta agonist,NA
1142,C1442488;C2986411,Baseline Improvement,NA TO BE DELETED,,,NA TO BE DELETED,NA
1143,C1515021;C0586793,Subgroup Inhaled steroids use,Inhaled steroids use,,,Inhaled steroids use,C0586793
1144,C1561607;C2348561,Overall Study Population (group),NA TO BE DELETED,,,NA TO BE DELETED,NA
1145,C2733224;C2986411;C1442488;eitheror,Asthma control test score Improvement Baseline Either one or other,Asthma,,,Asthma,C0004096
1146,C3540778;LABA,Glucocorticoid inhalants for obstructive airway disease NA,Glucocorticoid inhalants for obstructive airway disease,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA
1146,C3540778;LABA,Glucocorticoid inhalants for obstructive airway disease NA,long-acting beta agonist,,,long-acting beta agonist,NA
1147,C0205231;C0009319,Extensive Colitis,Colitis,,,Colitis,C0009319
1148,C0205231;C0009319;C1518422,Extensive Colitis Negation,Colitis,,,Colitis,C0009319
1149,C0239126;C1527392,corticosteroid use Immunomodulators,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1150,C0368663;C1518422,aminosalicylate Negation,aminosalicylate,Aminosalicylic acid and derivatives,ANTIMYCOBACTERIALS,ANTIMYCOBACTERIALS,NA
1151,C1527392;C0239126;C1518422,Immunomodulators corticosteroid use Negation,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1152,C0062152;C1707455;C1696465,HDL-triglyceride Comparison placebo,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1153,C0332152;C1518422;C0281481,Before Negation anti-tumor necrosis factor therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1154,C0332152;C4055380,Before Biologic Disease-Modifying Antirheumatic Drug,"Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1155,C0332152;C4055380;C1518422;C0281481,Before Biologic Disease-Modifying Antirheumatic Drug Negation anti-tumor necrosis factor therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1156,C0017446;C1709595,Geographic Locations Pooled Sample,Geographic Locations,,,Geographic Locations,C0017446
1157,C0035448;C0205160;C1525410,Rheumatoid Factor Negative Cyclic citrullinated peptide antibody,Cyclic citrullinated peptide antibody,,,Cyclic citrullinated peptide antibody,C1525410
1158,C0035448;C1525410;C1446409,Rheumatoid Factor Cyclic citrullinated peptide antibody Positive,Rheumatoid Factor,,,Rheumatoid Factor,C0035448
1159,C0281481;C2826257;C0278947,anti-tumor necrosis factor therapy Prior Medication Usage prior biologic therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1160,C0332152;C2826257;C1518422;C4055380,Before Prior Medication Usage Negation Biologic Disease-Modifying Antirheumatic Drug,"Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1161,C0439209;C1303013,Kilogram Baseline weight,Body Weight,,,Body Weight,C0005910
1162,C0549183;C2939193,Midline (qualifier value) Median (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
1163,C1514463;C0281481,Prior Therapy anti-tumor necrosis factor therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1164,C1518422;C0279936,Negation tumor necrosis factor therapy,tumor necrosis factor therapy,,,tumor necrosis factor therapy,C0279936
1165,C1518422;C0279936;C1514463,Negation tumor necrosis factor therapy Prior Therapy,tumor necrosis factor therapy,,,tumor necrosis factor therapy,C0279936
1166,C2700280;C0041703;C0015176;C1518422,World United States Europe Negation,Geographic Locations,,,Geographic Locations,C0017446
1167,C0025677;C0242708;bothand;C1523987,"Methotrexate Antirheumatic Drugs, Disease-Modifying BOTH AND Alternative","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1168,C0025677;C0242708;C1523987;bothand,"Methotrexate Antirheumatic Drugs, Disease-Modifying Alternative BOTH AND","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1169,C0025677;C1523987;C0242708;bothand,"Methotrexate Alternative Antirheumatic Drugs, Disease-Modifying BOTH AND",Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1170,C0242708;C1518422;C0025677,"Antirheumatic Drugs, Disease-Modifying Negation Methotrexate","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1171,C1706907;C0242708,"Background Antirheumatic Drugs, Disease-Modifying","Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
1172,C0018801;C1535947,Heart failure Normal Ventricular Ejection Fraction,Heart failure,,,Heart failure,C0018801
1172,C0018801;C1535947,Heart failure Normal Ventricular Ejection Fraction,Normal Ventricular Ejection Fraction,,,Normal Ventricular Ejection Fraction,C1535947
1173,C0086287;C1705498;C0043210,Females Female Phenotype Woman,Gender,,,Gender,C0079399
1174,C0455280;C0015663;C0202042,Plasma glucose result Fasting Plasma Glucose Measurement,Plasma Glucose Measurement,Glucose,,Glucose,C0017725
1175,C0595310;C0337438;C0029161,Blood glucose testing kit Glucose measurement Oral Glucose Tolerance Test,Glucose,,,Glucose,C0017725
1175,C0595310;C0337438;C0029161,Blood glucose testing kit Glucose measurement Oral Glucose Tolerance Test,Oral Glucose Tolerance Test,,,Oral Glucose Tolerance Test,C0029161
1176,C1334085;C1708411,IFNG gene IFNG wt Allele,Genotype,,,Genotype,C0017431
1177,C1706429;C1706428;C0086582,"Male, Self-Reported Male Phenotype Males",Gender,,,Gender,C0079399
1178,C0281481;C0205412;C1704632,anti-tumor necrosis factor therapy Inadequate (qualifier) Disease Response,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1179,C1518422;C0281481;C1514463,Negation anti-tumor necrosis factor therapy Prior Therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1180,C0205412;C1704632;C0281481,Inadequate (qualifier) Disease Response anti-tumor necrosis factor therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1181,C1257890;C1561607,Population Group Overall,NA TO BE DELETED,,,NA TO BE DELETED,NA
1182,C0278947;C0281481,prior biologic therapy anti-tumor necrosis factor therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
1183,C0010055;C0027051;C4049621,Coronary Artery Bypass Surgery Myocardial Infarction Peritoneal Cancer Index,Coronary Artery Bypass Surgery,,,Coronary Artery Bypass Surgery,C0010055
1183,C0010055;C0027051;C4049621,Coronary Artery Bypass Surgery Myocardial Infarction Peritoneal Cancer Index,Myocardial Infarction,,,Myocardial Infarction,C0027051
1184,C0010055;C0262926,Coronary Artery Bypass Surgery Medical History,Coronary Artery Bypass Surgery,,,Coronary Artery Bypass Surgery,C0010055
1184,C0010055;C0262926,Coronary Artery Bypass Surgery Medical History,Medical History,,,Medical History,C0262926
1185,C0010055;C4049621;C0027052,Coronary Artery Bypass Surgery Peritoneal Cancer Index Myocardial Infarction,Coronary Artery Bypass Surgery,,,Coronary Artery Bypass Surgery,C0010055
1185,C0010055;C4049621;C0027051,Coronary Artery Bypass Surgery Peritoneal Cancer Index Myocardial Infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
1185,C0010055;C4049621;C0027051,Coronary Artery Bypass Surgery Peritoneal Cancer Index Myocardial Infarction,Peritoneal Cancer Index,,,Peritoneal Cancer Index,C4049621
1186,C0011849;C1442488,Diabetes Mellitus Baseline,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1187,C0027051;C0205156;C1518422,Myocardial Infarction Previous Negation,Myocardial Infarction,,,Myocardial Infarction,C0027051
1188,C0086440;C4554605,Hypolipidemic Agents Non-Smokers -- population group,Hypolipidemic Agents,,,Hypolipidemic Agents,C0086440
1188,C0086440;C4554605,Hypolipidemic Agents Non-Smokers -- population group,Smoking Status,,,Smoking Status,C1519386
1189,C1532338;C0262926;C2936173,Percutaneous Coronary Intervention Medical History Percutaneous Transluminal Coronary Angioplasty,Medical History,,,Medical History,C0262926
1189,C1532338;C0262926;C2936173,Percutaneous Coronary Intervention Medical History Percutaneous Transluminal Coronary Angioplasty,Percutaneous Coronary Intervention,,,Percutaneous Coronary Intervention,C1532338
1189,C1532338;C0262926;C2936173,Percutaneous Coronary Intervention Medical History Percutaneous Transluminal Coronary Angioplasty,Percutaneous Transluminal Coronary Angioplasty,,,Percutaneous Transluminal Coronary Angioplasty,C2936173
1190,C1532338;C2936173;C0262926,Percutaneous Coronary Intervention Percutaneous Transluminal Coronary Angioplasty Medical History,Medical History,,,Medical History,C0262926
1190,C1532338;C2936173;C0262926,Percutaneous Coronary Intervention Percutaneous Transluminal Coronary Angioplasty Medical History,Percutaneous Coronary Intervention,,,Percutaneous Coronary Intervention,C1532338
1190,C1532338;C2936173;C0262926,Percutaneous Coronary Intervention Percutaneous Transluminal Coronary Angioplasty Medical History,Percutaneous Transluminal Coronary Angioplasty,,,Percutaneous Transluminal Coronary Angioplasty,C2936173
1191,C0038454;C0205156;C4554100,"Cerebrovascular accident Previous Stroke, CTCAE",Cerebrovascular accident,,,Cerebrovascular accident,C0038454
1191,C0038454;C0205156;C4554100,"Cerebrovascular accident Previous Stroke, CTCAE","Stroke, CTCAE",,,"Stroke, CTCAE",C4554100
1192,C0005767;C0750879,Blood Eosinophil count result,Eosinophil,,,Eosinophil,NA
1193,C0750879;C0005767,Eosinophil count result Blood,Eosinophil,,,Eosinophil,NA
1194,C0024117;C3641272,Chronic Obstructive Airway Disease Very severe,Chronic Obstructive Airway Disease,,,Chronic Obstructive Airway Disease,C0024117
1195,C1442488;C0750879;C0439378,Baseline Eosinophil count result cells/uL,Eosinophil,,,Eosinophil,NA
1196,C0011849;C1320657,Diabetes Mellitus Diabetes type,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1197,C0205081;C0205251,Moderate (severity modifier) low,NA TO BE DELETED,,,NA TO BE DELETED,NA
1198,C0241889;C4018905;C0010068,Family history Too early Coronary heart disease,Coronary heart disease,,,Coronary heart disease,C0010068
1198,C0241889;C4018905;C0010068,Family history Too early Coronary heart disease,Family history,,,Family history,C0241889
1199,C0264956;C0439165;C0449468,Atheroma Percent (qualifier value) Volume,Atheroma,,,Atheroma,C0264956
1200,C1442488;C0264956;C0449468,Baseline Atheroma Volume,Atheroma,,,Atheroma,C0264956
1201,C0070166;C1524063,clopidogrel Use of,clopidogrel,Platelet aggregation inhibitors excl. heparin,Antithrombotic Agents,Antithrombotic Agents,C1704311
1202,C0205091;C1542147;C0332293,Left Main Treated with,NA TO BE DELETED,,,NA TO BE DELETED,NA
1203,C0679199;C3887704;C0332307,strategy treatment - ActInformationManagementReason Type - attribute,NA TO BE DELETED,,,NA TO BE DELETED,NA
1204,C1524063;C1999375,Use of Ticagrelor,Antiplatelet Agents,,,Antiplatelet Agents,C0085826
1205,C1956346;C0205360,Coronary Artery Disease Stable status,Coronary Artery Disease,,,Coronary Artery Disease,C1956346
1206,C3829066;C0017853,"Millimole per Mole Hemoglobin, Glycosylated","Hemoglobin, Glycosylated",,,"Hemoglobin, Glycosylated",C0017853
1207,C1518422;C0948089,Negation Acute Coronary Syndrome,Acute Coronary Syndrome,,,Acute Coronary Syndrome,C0948089
1208,C0149871;C0205107;C0034065,Deep Vein Thrombosis Proximal Pulmonary Embolism,Deep Vein Thrombosis,,,Deep Vein Thrombosis,C0149871
1208,C0149871;C0205107;C0034065,Deep Vein Thrombosis Proximal Pulmonary Embolism,Pulmonary Embolism,,,Pulmonary Embolism,C0034065
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029942",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Colon <insect>,cancer location,,cancer location,"C0872338	  "
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029942",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Colon <insect>,cancer location,,cancer location,C0872338
