Text,CUIS
dapagliflozin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
placebo monthly n $nmbr$,C0032042;C0332177;C1696465;C1706408
northamerica,
evolocumab $nmbr$ mg monthly n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
bmi x $nmbr$ kg m $nmbr$,C0022718;C0439209;C4054209
ldl cholesterol at baseline mmol l ldl cholesterol at screening,C0023824;C0202117;C0220908;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
pre enrollment antihyperglycemic therapy,C1882440;C0020616
other lipid parameters,C0023779;C0449381
insulin based,C0021641;C1533581;C1579433;C3714501;C1527178;C1705938
apolipoprotein b g l,C1447574;C4319541
sulfonylurea based,C0038766;C3536898;C1527178;C1705938
apolipoprotein a $nmbr$ g l,C1447574;C4319541
thiazolidinedione based,C0289779;C1257987;C3537039;C1527178;C1705938
$nmbr$ $nmbr$ o $nmbr$ $nmbr$ $nmbr$,C0483204
chronic kidney disease stage egfr ml min per $nmbr$ $nmbr$ m $nmbr$,C1561643;C0439445;C4553188
lipoprotein a nmol l,C0065058;C0439282;C0125953;C1096202;C1439335
stage $nmbr$ b $nmbr$ and,C0441781
hscrp nmol l,C0439282
stage $nmbr$ a $nmbr$ and,C0205390;C1300072;C1306673
unbound pcsk $nmbr$ nmol l,C0439282
stage $nmbr$ $nmbr$,C0205390;C1300072;C1306673
urinary albumin creatinine ratioa mg g,C0486293;C1300563;C4281686
figure $nmbr$ treatment di erences between evolocumab and placebo in mean percentage changes from baseline in ldl cholesterol at week $nmbr$ and the associations with sex age bmi lipid lowering therapy and baseline ldl cholesterol concentrations a doses administered every $nmbr$ weeks b doses administered monthly error bars are $nmbr$ ci bmi body mass index na not available,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0032042;C1696465;C1706408;C0168634;C1442488;C0332174;C0439230;C0871236;C0023824;C0086045;C0202117;C0178602;C1521801;C0743559;C1608199;C0597484;C1272460;C1546968;C1879645;C4049872;C4552882;C0686905
urinary protein creatinine ratioa mg mg,C0369901;C1319635;C0428627
black or african,C0005680;C0027567;C0085756;C0439541
patients with diabetic nephropathy,C0030705;C0011881;C1442864
american,C0596070
difference from placebo,C1705241;C1705242
region no c,C0017446;C0205147
this study,C0557651;C2603343
central south,C0205099;C1710133;C1879652
stage $nmbr$ b egfr $nmbr$ and,C1739039;C3811844;C3812682
america,C0002454
stage $nmbr$ a egfr $nmbr$ and,C0205390;C1300072;C1306673;C1739039;C3811844;C3812682
otherd,
age y median range,C1514721;C2348147;C3542016
duration of t $nmbr$ dm y,C0449238;C2926735
weight kg median range,C1514721;C2348147;C3542016
taking antihypertensive medication at baseline no e,C0003364
uc duration y mean range,C1514721;C2348147;C3542016
dbp $nmbr$ mmhg,C0536221;C0439475;C3813197;C4281799
partial mayo score mean sd,C0444504;C2699239;C2347634;C2348143
on antihypertensive medication at baseline n,C0003364;C0168634;C1442488
crp nmol l median range,C1514721;C2348147;C3542016
saxa dapa met n $nmbr$,C0428210;C1550543;C4317104
comorbidites n,
saxa met n $nmbr$,C0428210;C1550543;C4317104
gastroesophageal reflux disease,C0017168;C4553201
dapa met n $nmbr$,C0428210;C1550543;C4317104
asthma,C0004096;C2984299
hba $nmbr$ c category,C0683312;C3889287
oral corticosteroid,C0442027;C0001617;C3536709;C4521986
$nmbr$ and $nmbr$ and,
azathioprine $nmbr$ mercaptopurine,C0004482;C0000618
$nmbr$ $nmbr$ mmol mol,C3829066
corticosteroid azathioprine $nmbr$ mercaptopurine,C0001617;C0000618;C3536709
ppg mg dl,C1418888;C0439269
corticosteroid or azathioprine $nmbr$ mercaptopurine,C0001617;C3536709;C0004482;C0000618
baseline hba $nmbr$ c subgroup,C1079230;C1515021
prior therapy with tnf antagonist n,C1514463
baseline mean sd [mmol mol],C0168634;C2699239;C1442488;C3829066
adjusted mean change from baseline $nmbr$ ci [mmol mol],C0392747;C0443172;C1705241;C4319952;C3829066
figure $nmbr$ patient based relative risk rr of hospi talization by study and for the combined studies a the rr and corresponding $nmbr$ ci of all cause hos pitalization was deter mined for adalimumab ada vs placebo pbo during the $nmbr$ week period of ultra $nmbr$ alone ultra $nmbr$ alone prior anti tnf users patients who were anti tnf alpha na ve and both trials combined b the rr and corresponding $nmbr$ ci of uc related hospitalization was deter mined for ada vs pbo during the $nmbr$ week period of ultra $nmbr$ alone ultra $nmbr$ alone prior anti tnf users patients who were anti tnf alpha na ve and both,C0242492;C4554402;C0557651;C2603343;C0205195;C0947630;C0008107;C3259781;C0026175;C0338297;C0032042;C0031962;C1696465;C1706408;C0030705;C3272598;C1448177;C1456820;C1522669;C0008976;C0205171;C0439044;C0679994
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ ],
statin n $nmbr$,C0360714
mean $nmbr$ ci difference vs saxa dapa met,C1705241;C1705242;C0428210;C1550543;C4317104
$nmbr$ $nmbr$ y,
$nmbr$ to $nmbr$ to,
nste mi,C3537184;C4255010
age subgroup y,C0001779;C1079230;C1515021
active smoking,C0037369;C0453996;C1881674
x n,
total cholesterol $nmbr$ mg dl,C0201950;C0439269;C0543421
proportion $nmbr$ ci adjusted for baseline hba $nmbr$ c,C0008107;C3259781;C0456081;C0019016;C1825777;C3538758
ecrcl,
$nmbr$ to $nmbr$ to $nmbr$ mmol mol,C3829066
egfr ml min m $nmbr$,C1739039;C0439445;C3811844;C3812682
secukinumab $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
previous pci or cabg,C0205156;C4049621;C1552607;C0010055
weight kg $nmbr$,C0022718;C0439209;C4054209
baseline lvef,C0428772;C0488728
time since psoriasis diagnosis years $nmbr$,C0556970;C0011900;C1704338;C1704656
high risk clinical features,C0035648
pasi score $nmbr$,C0449820;C4050231
laboratory variables at baseline,C0022877;C0439828;C3244292;C4283904
bsa involved $nmbr$,C1314939
haemoglobin mg dl,C0019046;C0439269
iga mod $nmbr$ score n,C0011860;C0449820;C4050231
ctn i ng ml,C0021966;C0439275;C0221138
$nmbr$ moderate disease,C0205081;C0012634;C1881878;C4049705;C4049706;C4085643;C4321335
$nmbr$ $nmbr$ z,
$nmbr$ severe disease,C1836348
ck mb ng ml,C0010290;C0439275
psa reported n,C0684224;C0700287;C4319718
glycemia mg dl,C0005802;C0439269
conventional agents,C0450442;C1254351;C1521826
time intervals h,C0033727;C0369286;C0441932;C0564385;C4528284
topical,C0332237
randomization to angiography,C0034656;C0002978
phototherapy previous systemic treatment n,C0031765;C0678812
randomization to angiography distribution time,C0034656;C0681683
biologic,C0005515;C0205460
within $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
anti p $nmbr$,
after $nmbr$ h,C0033727;C0369286;C0441932;C0564385;C4528284
anti tnf,C1448177
hospital stay days,C0587438
japanese subpopulation,C0376247;C1257890;C1556094
angiographic data and treatment,C1511726;C3245479;C3714741;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
visit week,C0332174;C0439230
contrast volume ml,C0439526;C1705224;C3887665
secukinumab $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
contrast volume $nmbr$ ml,C0439526;C1705224;C3887665
pasi $nmbr$,C4528685
additional angiography,C1524062;C0002978
iga $nmbr$ $nmbr$,C2825347
within $nmbr$ h after first procedure,C0033727;C0369286;C0441932;C0564385;C4528284
abatacept plus mtx n $nmbr$,C1619966;C0025677;C1417487
management distribution,C0520511;C1704711
abatacept monotherapy n $nmbr$,C1619966
pci data,C1511726;C3245479;C3714741
mtx n $nmbr$,C0025677;C1417487
contrast nephropathy risk score,C0035647;C0449820;C4050231;C4552904
age year median,C0549183;C0876920;C2347635;C2348144;C2939193
score distribution,C0520511;C1704711
weight kg median,C0549183;C0876920;C2347635;C2348144;C2939193
medications at coronary angiography,C0013227;C0802604;C2598133;C4284232
female sex number,C0237753;C0449788
gp llb llla inhibitors,C1705010;C0243077;C3811116
white race number,C0237753;C0449788
medications at discharge,C0806915
geographic region number,C0237753;C0449788
events statin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
row,C1552840;C1552846
events control group,C0441471;C0009932;C3541888
ra symptom duration year,C0439234;C0439508
orc $nmbr$ cl,C1167125;C0596019
ra symptom duration,C0449238;C2926735
oradj $nmbr$ cl,C0596019
rf positive number,C0035448;C3812269;C0201660;C0748398;C1547111
baseline ecrcl,C0168634;C1442488
tender joint count $nmbr$ joints,C0451530
contrast volume,C0449468;C1690016;C1705102;C2700258
swollen joint count $nmbr$ joints,C0451521
$nmbr$ ml,C0439526;C1705224;C3887665
patient global assessment $nmbr$ $nmbr$ mm vas,C0042815;C3536884;C3827561
ci aki risk score,C0035647;C0449820;C4050231;C4552904
physician global assessment $nmbr$ $nmbr$ mm vas,C0042815;C3536884;C3827561
clopidogrel aspirin n $nmbr$,C0070166;C0004057
pain $nmbr$ $nmbr$ mm vas,C0042815;C4330985;C4554674
previous coronary angioplasty n,C2114427
physical function $nmbr$ $nmbr$ short form $nmbr$ subscale,C0597240;C0700329
multivessel disease n,C0012634
missing number n,C0237753;C0449788
clinical indication at the index procedure n,C2315323;C2347896
median $nmbr$ $nmbr$ number n,C0237753;C0449788
discharge medication n,C0012621;C0013227;C3244316;C4284232;C0030685;C2926602
haq di number,C0237753;C0449788
vessel treated n,C0005847;C1522326
symptom duration,C0449238;C2926735
left anterior descending artery n,C0226032
median $nmbr$ $nmbr$ years number n,C0439234;C0237753;C0449788
$nmbr$ months number n,C0439231;C0237753;C0449788
left circumflex artery n,C0226037
pain $nmbr$ mm vas,C0042815;C4330985;C4554674
right coronary artery n,C1261316
median $nmbr$ number n,C0237753;C0449788
left main coronary artery n,C1261082
erosion,C0333307;C1880549;C1959609;C3887524
graft n,C0181074;C0332835;C1961139
q $nmbr$ $nmbr$ $nmbr$ q $nmbr$ $nmbr$ $nmbr$ number n,C0237753;C0449788
multivessel intervention n,C0184661;C0886296;C1273869
q $nmbr$ $nmbr$ $nmbr$ number n,C0237753;C0449788
acc aha lesion class b $nmbr$ or c n,C4072694;C0221198;C1546698
osteitis,C0029400
bifurcation n,C0184906;C3146289
q $nmbr$ $nmbr$ q $nmbr$ $nmbr$ $nmbr$ number n,C0237753;C0449788
calcification n,C0006660;C0006663;C0175895;C1533591;C1879982;C2242558
q $nmbr$ $nmbr$ $nmbr$ q $nmbr$ $nmbr$ number n,C0237753;C0449788
total occlusion n,C0001168;C0011382;C0028778;C0441597;C1110554;C1947917
q $nmbr$ $nmbr$ number n,C0237753;C0449788
stents per lesion n,C0038257;C0221198;C1546698
synovitis,C0039103
stent length per lesion mm,C1444754;C1706316
device group n $nmbr$,C0441848
type of drug eluting stent n,C0457591
age mean sd [range] y,C0001779;C2699239;C1514721;C2348147;C3542016
$nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ ],
sirolimus,C0072980
paclitaxel,C0144576
heart rate mean sd [range] beats min,C0018810;C2699239;C1514721;C2348147;C3542016;C0439385
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ ],
zotarolimus,C1700035
everolimus,C0541315
blood pressure mean sd [range] mm hg,C0428886;C2699239;C1514721;C2348147;C3542016;C0439475
event rate of primary endpoints,C0871208;C1521828
body mass index mean sd [range]a,C0005893;C2699239;C0578022;C1305855;C1514721;C2348147;C3542016
aspirin alone n $nmbr$ $nmbr$ $nmbr$,C0004057;C0205171;C0439044;C0679994
chads $nmbr$ scoreb,C0007928;C1413373
aspirin clopidogrel n $nmbr$ $nmbr$ $nmbr$,C0004057;C0070166
mean sd [range],C0444504;C2699239;C2347634;C2348143;C1514721;C2348147;C3542016
cohort,C0009247;C0599755
risk factors for stroke no,C0035648;C1553898
first n $nmbr$,C0205435;C1279901
previous ischemic stroke ortia,C0205156;C0948008;C1552607
second n $nmbr$,C0205436;C0457385;C0565930;C1561503;C1705190
lv ejection fraction mean sd [range],C0489482;C2699239;C2700378;C1514721;C2348147;C3542016
$nmbr$ mon n $nmbr$,
classification of af no,C0008902;C0008903;C0678229
$nmbr$ yo n $nmbr$,C1413296
onsetofaf no,
bifurcation,C0184906;C3146289
previous warfarin use no,C0042153;C0457083;C1947944
left main disease,C0205091;C0012634;C0443246;C1552822
source,C0449416;C1705919;C4521696
long $nmbr$ mm stenting yes n $nmbr$,C0205166;C0038257;C2348535;C1706317
device group,C1706365
multivessel stenting,C0038257;C2348535
history of tia or stroke,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0038454;C4554100
type of des,C0332307;C1547052
prior years taking warfarin,C0332152;C0043031;C2826257
older des n $nmbr$,C0011702;C4551552
median $nmbr$ mm,C4330985;C4554674
new des n $nmbr$,C0205314;C0011702;C4551552
continued thienopyridine n $nmbr$ subjects,C0681850;C1550501;C1706203;C2349001;C2697811
predictive factor,C0683956
placebo n $nmbr$ subjects,C0681850;C1550501;C1706203;C2349001;C2697811
age yr range,C1514721;C2348147;C3542016
subject characteristics,C0681884;C1519021;C1706465
bmi no,C0578022
current cigarette smoker or within past year,C3173209;C3241966;C0439234;C0439508
lifestyle behaviors,C0004927;C0677505
positive stress test,C0015260;C3494508
alcohol consumption no,C0001948
indication for pci,C0392360;C3146298
comorbidities concomitant medications,C0013227;C0802604;C2598133;C4284232
treatment characteristics,C0039798;C1521970;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
comorbidities no,C0009488
des type at index procedure,C0011702;C0455713;C4551552
cardiovascular disorder,C0007222
everolimus eluting,C0541315
cardiac disorder,C0018799
paclitaxel eluting,C0144576
no antihypertensive medication,C0003364
zotarolimus eluting,C1700035
one antihypertensive medication,C0205447;C0003364
sirolimus eluting,C0072980
two or more antihypertensive medications,C0205448;C0003364
$nmbr$ des type,C0332307;C1547052
statin s,C0360714
number of treated lesions,C0449791;C1522326
ed characteristics,C3538926;C1521970
number of treated vessels,C0237753;C0449788
ed $nmbr$ yr no,C3538926;C0439234
number of stents,C0237753;C0449788
ed etiology no,C0015127;C1314792;C1524003
minimum stent diameter,C4054490;C0038257
ed severity no a,C0439793;C0522510
total stent length,C1444754;C1706316
mild iief ef $nmbr$ $nmbr$,C2945599;C3641331
lesion characteristics,C1286326
moderate iief ef $nmbr$ $nmbr$,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
n $nmbr$ lesions,C0369718;C0221198;C0441922
severe iief ef,C0205082;C3641331;C4050465;C4050466
treated vessel s,C1522326;C0005847
previous pde $nmbr$ i therapy no,C0039798;C0087111;C1363945
native coronary,C0302891;C0018787
ls mean change,C0392747;C0443172;C1705241;C4319952
lad,
pbo adjusted ls mean change,C0392747;C0443172;C1705241;C4319952
rca,
overally,
venous graft,C0181074;C0332835;C1961139
alcohol consumption at baseline,C0001948;C0168634;C1442488
arterial graft,C0450140
smoker at baseline,C0337664;C0168634;C1442488
modified acc aha lesion class b $nmbr$ or cj,C4072694;C0221198;C1546698;C0007481
antihypertensive use,C0042153;C0457083;C1947944
continued thienopyridine n,C0549178;C1120149
none at baseline,C0168634;C1442488
hr $nmbr$ and $nmbr$ cl,C0596019
one at baseline,C0205447;C0168634;C1442488
no current tobacco use,C0040335;C0543414;C0841002;C3853727
two or more at baseline,C0205448;C0168634;C1442488
no prior pci,C0332152;C4049621;C2826257
ed duration,C0449238;C2926735
no prior cabg,C0332152;C0010055;C2826257
pretreatment concomitant treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
clinical or lesion rf for st,C0205210;C0035448;C0201660;C0748398;C1547111
ics laba nz $nmbr$,C0815320;C0027978;C4551720
no clinical or lesion rfs for st,C0205210;C0341703;C0036056;C3272372
ics laba n z $nmbr$,C0815320;C4551720
any clinical or lesion rf for st,C0205210;C0035448;C0201660;C0748398;C1547111
$nmbr$ years n z $nmbr$,C0439234
european union,C0015179
current n z $nmbr$,C0521116;C1705970
aspirin dose at randomization,C4696290;C0034656
former n z $nmbr$,C0205156;C0750523
thienopyridine type,C0332307;C1547052
moderate n z $nmbr$,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
clopiodogrel,
severe n z $nmbr$,C0205082;C4050465;C4050466
des type,C0332307;C1547052
very severe n z $nmbr$,C3641272;C4050419
zotarolimust,
north america n z $nmbr$,C0028405
americas n $nmbr$,C0002454;C0596070
europe n z $nmbr$,C0015176
russia georgia n $nmbr$,C0017452;C0017454
rest of world n z $nmbr$,C0035253;C1622890
ejection fraction nyha class n,C0489482;C1882083;C2700378
age mean,C0444504;C2347634;C2348143
stratum n,
years sd,C0439234;C2699239
any cardiovascular disease history n,C1880008
very severe,C3641272;C4050419
insulin treated,C0021641;C1533581;C1579433;C3714501;C1522326
lung function mean,C0444504;C2347634;C2348143
percutaneous coronary intervention or coronary artery bypass graft surgery n,C1532338;C0010055
prebronchodilator fev $nmbr$ l,C2599602;C3714541
angina n,C0002962
postbronchodilator fev $nmbr$ l,C2599594;C3714541
sodium,C0037473;C0597484;C3541959;C3714642
prebronchodilator fev $nmbr$ predicted,C0681842;C1882327
estimated glomerular filtration rate ml min per $nmbr$ $nmbr$ m $nmbr$,C3811844;C0439445
concomitant treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
bnp pg mlt,C0030827;C4553833;C0072225;C1266240
with laba n pretreatment,C1550147;C2709094;C3539075;C3539076
nt probnp pg mlt,C0669479;C4553833;C0754710
with ics n,C0815320;C4551720
angiotensin converting enzyme or angiotensin receptor blocker,C0022709;C1452534;C0034787;C1622222
long acting nitrate,C0028125;C0699857;C3848573
figure $nmbr$ least squares ls mean differences between ro umilast and placebo in a pre and b postbronchodilator fev $nmbr$ in the itt population and subpopulations copd chronic obstructive pulmonary disease fev $nmbr$ forced expiratory volume in $nmbr$ s ics inhaled corticosteroid itt intent to treat laba long acting b $nmbr$ agonist,C0444504;C2347634;C2348143;C0032042;C1696465;C1706408;C2599594;C3714541;C0032659;C1257890;C0016529;C1306036;C0162425;C1283828;C1550453
bnp indicates brain natriuretic peptide and nyha new york heart association,C0054015;C1095989;C1417808;C2982014;C0459867
figure $nmbr$ rate ratios and $nmbr$ con dence intervals for reduction of moderate or severe copd exacerbations in the itt population and subpopulations copd chronic obstructive pulmonary disease ics inhaled corticosteroid itt intent to treat laba long acting b $nmbr$ agonist,C0871208;C0456603;C1610540;C1521828;C1272706;C0205081;C1881878;C4049705;C4049706;C4085643;C4321335;C0740304;C0032659;C1257890;C0162425;C1283828;C1550453
tcomparison of proportion of patients with nyha class lll iv heart failure,C1709707;C0030705;C0018801;C0018802;C4554158
data reported as n or median quartiles $nmbr$ $nmbr$,C1511726;C3245479;C3714741;C0684224;C0700287;C4319718;C0549183;C2828255;C0876920;C2347635;C2348144;C2939193
figure $nmbr$ least squares ls mean differences between roflumilast and placebo in a pre and b postbronchodilator fev $nmbr$ in the itt population and subpopulations copd chronic obstructive pulmonary disease fev $nmbr$ forced expiratory volume in $nmbr$ s ics inhaled corticosteroid itt intent to treat laba long acting $nmbr$ agonist,C0444504;C2347634;C2348143;C0032042;C1696465;C1706408;C2599594;C3714541;C0032659;C1257890;C0016529;C1306036;C0162425;C1283828;C1550453
tamong those enrolling via bnp stratum the study qualifying bnp or,C0054015;C1095989;C1417808;C2982014;C0557651;C2603343;C1514624
risedronate n $nmbr$,C0246719
nt probnp values were reported in $nmbr$ of $nmbr$ patients enrolled in this stratum,C0669479;C0042295;C0754710;C0588446;C4684790
history of osteoporotic fracture n a,C4075937
$nmbr$ $nmbr$ values were not collected for $nmbr$ patients $nmbr$ $nmbr$ who were enrolled,C0042295;C1516695;C1516698;C4684790
serum $nmbr$ hydroxyvitamin d ng ml,C0020337;C0439275
duration of prior alendronate use months,C1881378;C2826775
before a change to the enrollment form was implemented in august $nmbr$ bnp,C0392747;C0443172;C1705241;C4319952;C4520547;C0054015;C1095989;C1417808;C2982014
$nmbr$ tob $nmbr$ months n,C1420851;C0439231
values were reported for $nmbr$ patients in the spironolactone group and $nmbr$,C0042295;C0588446;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
$nmbr$ months n,C0439231
patients in the placebo group nt probnp values were reported for $nmbr$ patients,C0030705;C0669479;C0754710;C0588446
time since prior alendronate use n,C1279919;C2362777
in the spironolactone group and $nmbr$ patients in the placebo group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429;C0030705;C0032042;C1696465;C1706408
$nmbr$ tob $nmbr$ months,C1420851;C0439231
p regional difference,C0369773;C0682132;C2603361
never took alendronate,C2003901;C1515187;C0102118
p treatment by region interaction,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
still taking alendronate at study entry n,C0102118;C0557651;C2603343
no with event [incidence rate per $nmbr$ patient y],C0441471;C4019010;C1708485;C0030705
serum ctx $nmbr$ ng ml median iqr,C0010377;C0439275;C0631180;C3539598
hr $nmbr$ ci p value,C0008107;C1709380;C3259781
lower tertile b $nmbr$ $nmbr$,C0441994;C1548802;C2003888
$nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ ],
middle tertile $nmbr$ $nmbr$ to b $nmbr$ $nmbr$,C0444598;C0549183;C1552826
aborted cardiac arrest,C0018790;C4553105
upper tertile $nmbr$ $nmbr$,C1282910
hospitalization for heart failure,C3898876
glycopyrronium $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
recurrent heart failure,C0018801;C0018802;C4554158
tiotropium $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ events[ $nmbr$ $nmbr$ ],C0441471;C3541888
gender n male,C0086582;C1706180;C1706428;C1706429
irr $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$,C4082285
mean sd body mass index kg m $nmbr$,C0022718;C0439209;C4054209
all cause hospitalization,C0015127;C0019993;C1524003
mean sd duration of copd years,C0449238;C2926735
doubling of creatinine,C0205173;C1705764
severity of the disease gold $nmbr$ n,C0521117;C0018026;C1304897
creatinine $nmbr$ $nmbr$ mg dl,C0010294;C0439269;C1561535
copd exacerbation history n,C0740304;C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
hyperkalemia potassium $nmbr$ $nmbr$ mmol l,C0020461;C1532563;C4552983
$nmbr$ exacerbations,C4086268
or $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
ics use at baseline n,C0042153;C0457083;C1947944
or $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
mean sd duration of smoking pack years,C0449238;C2926735
hypokalemia potassium,C0032821;C0202194;C0304475;C0597277;C3714637
mean sd fev $nmbr$ l pre bronchodilator,C0444504;C2599602;C2347634;C2348143
figure $nmbr$ results of the saxagliptin add on to insulin metformin trial a adjusted mean changes from baseline hba $nmbr$ c level locf at week $nmbr$ b adjusted mean changes from baseline fpg locf at week $nmbr$ c proportions of patients achieving hba $nmbr$ c level $nmbr$ locf at week $nmbr$ d adjusted mean changes from baseline in body weight locf at week $nmbr$ in patients with cvd history versus no cvd history with $nmbr$ and $nmbr$ cv risk factor with and without hypertension and with and without statin use,C1274040;C1546471;C2825142;C0021641;C0008976;C1533581;C1579433;C3714501;C0392747;C0443172;C1709707;C0030705;C0019016;C2825507;C1825777;C3538758;C0005910;C1305866;C0007222;C0679831;C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C3538987;C0035648;C4048877;C4318503;C0020538;C1963138;C0360714;C0042153;C0457083;C1947944
mean sd fev $nmbr$ l post bronchodilator,C0444504;C2347634;C2348143;C2599594
abbreviations cv cardiovascular cvd cardiovascular disease glip glipizide hba $nmbr$ c glycated hemoglobin met metformin saxa saxagliptin se standard error,C0019045;C1710181
mean sd post bronchodilator fev $nmbr$ percentage predicted,C0439165;C1549488;C1561533;C0681842;C1882327
amlodipine lisinopril chlorthalidone comparison,C0008294;C1707455
mean sd post bronchodilator fev $nmbr$ reversibility,C2599594;C0449261
no in trial stroke n $nmbr$ $nmbr$,C0008976;C0038454;C4554100
mean sd post bronchodilator fev $nmbr$ fvc,C2599594;C3714541
in trial nonfatal or fatal stroke n $nmbr$ $nmbr$,C0150312;C0008976;C0332285;C1707101;C1302234;C0038454;C4554100;C1705232
figure $nmbr$ subgroup analyses for the primary efficacy endpoint,C2986480;C2986535
education in years mean sd,C0013621;C0013622;C0013658;C0039401
ipst n $nmbr$,
lipids medications,C0013227;C0802604;C2598133;C4284232
no ipst n $nmbr$ $nmbr$,
prior ptca pci,C0332152;C4049621;C2826257
blood pressure in mm hg mean sd,C0428886;C0488053
sbp at visit $nmbr$,C0085805;C0545082;C1512346;C2826704
non u s,C1518422;C0041703
patient presentation,C0030705;C0449450
dbp at visit $nmbr$,C0536221;C3813197;C4281799
baseline cardiac biomarkers,C2735101;C2735102
pulse in beats minute mean sd,C0232117;C0391850;C1947910
periprocedural medications,C0013227;C0802604;C2598133;C4284232
eligibility risk factors n,C0035648;C1553898
clopidogrel loading dose $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
history coronary revascularization,C0019664;C0877341;C0019665;C0262512;C0262926;C1705255;C2004062
glycoprotein iib iiia inhibitor,C0016011;C1999216
major st depression or t wave inversion,C0041696;C1269683;C0520888
catheter access site,C0449652
lvh by echo or ecg,C0149721;C0058928;C1655045;C1623258
brachial,C0445456
history chd,C0280604;C3542407
length of stay randomization to discharge h,C0023303;C0034656;C0033727;C0369286;C0441932;C0564385;C4528284
atrial fibrillation on baseline ecg n,C0344434;C0168634;C1442488
ipst,
baseline gfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n,C0017654;C0439445;C1424601;C0369718;C0441922
no ipst,
biochemical measures mean sd,C0079809;C2699239;C1879489
or [ $nmbr$ ci],C0008107;C3259781
in trial $nmbr$ year rates per $nmbr$ se total events number at risk,C1264674;C1444641
p [int],C0369773;C3272375;C2603361
in trial and post trial $nmbr$ year rates per $nmbr$ se total events number at risk,C0150312;C0008976;C0332285;C1707101;C1264674;C1444641
lm bifurcation treated,C0184906;C3146289;C1522326
chlor,C0308648
lm bifurcation not treated,C0184906;C3146289;C1518422;C1522326
$nmbr$ fe black,C0005680;C0027567;C0085756;C0439541
$nmbr$ vessel pci,C0005847;C4049621
ment,C0084844;C1538994
$nmbr$ mg clopidogrel load,C1550025;C1704782;C1708715
women t,C0043210
losartan plus placebo n $nmbr$,C0126174;C0032042;C1696465;C1706408
no atrial fibrillation,C0004238;C0344434;C1963067
losartan plus lisinopril n $nmbr$,C0126174;C0065374
chd at baseline,C0280604;C3542407
hispanic ethnic group no f,C0015031;C1879937;C0016327
no chd at baseline,C0280604;C3542407
serum potassium mmol liter,C0302353;C0475211;C0543465
crcl at baseline,C1846718;C0168634;C1442488
mean ml min $nmbr$ $nmbr$ m $nmbr$,C0444504;C0439445;C2347634;C2348143
prior stemi,C1536220;C3538872
category no total no,C0683312;C3889287;C0439175;C0439810
baseline medical therapy,C0168634;C0418981;C1442488
$nmbr$ $nmbr$ $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0439445
vorapaxar $nmbr$ y,C2974521
urinary albumin to creatinine ratio^,C0486293;C1318293
placebo r,C0205090;C0684010;C2603358
urinary protein to creatinine ratio,C0428627;C1318206
hx stroke tia,C0007787;C0917805;C1054154
use of ace inhibitor arb or both no,C1524063;C0003015;C4541021
no stroke tia,C0007787;C0917805;C1054154
ace inhibitor monotherapy,C0003015;C4541021
no prior stemi,C1536220;C3538872
arb monotherapy,C3888198
mi $nmbr$ months,C3810814;C0439231
